	hydroxyurea_r	hydroxyurea_k	NaCl_r	NaCl_k	allantoin_r	allantoin_k	caffeine_r	caffeine_k	galactose_r	galactose_k	glycine_r	glycine_k	isoleucine_r	isoleucine_k	phleomycin_r	phleomycin_k	rapamycin_r	rapamycin_k
257-40	0.143679382	687948.8189	0.088321545	902547.2329	0.16989091	669257.5806	0.072583921	503436.119	0.104646322	1298168.587	0.152123616	843701.4558	0.156869118	1253796.573	0.110263191	2263244.569	0.13813684	832223.6569
257-41	0.154650224	602611.9428	0.09506209	1183191.345	0.17244505	640438.2512	0.074294781	342871.5267	0.097633318	1231305.29	0.134423301	408596.5164	0.16437128	952109.2093	0.116078444	2382832.794	0.136089359	541491.7361
257-42	0.150735637	1323807.758	0.086712473	987051.0895	0.173348347	992248.1224	0.078180544	982423.7159	0.104581009	1766281.609	0.13949953	811030.5537	0.156871763	1273381.709	0.135838659	3000566.037	0.144989996	1461199.905
257-43	0.175143574	1249647.4	0.082695603	1221389.609	0.17815601	1208034.56	0.069362653	1057176.088	0.096184455	1838078.787	0.132614751	1006591.89	0.155135744	1688849.202	0.142940852	3203511.255	0.135715854	1402502.952
257-44	0.14760751	1406917.214	0.08382846	1523222.431	0.17920762	1281879.367	0.062647334	1016383.099	0.104332765	2240680.575	0.140826446	1471873.472	0.156763339	1980807.531	0.136139734	3514253.632	0.150314863	1941884.664
257-46	0.172163802	1408760.517	0.083571419	1136039.219	0.17677578	1271622.365	0.064972955	1061198.297	0.096628597	2287254.83	0.139830288	1237652.42	0.156203693	1739468.233	0.128498138	3383348.909	0.134037611	1237123.065
257-5	0.152863657	1148985.394	0.084071804	1034399.777	0.1505528	1073418.085	0.082090456	1166110.015	0.099621482	1932778.718	0.138792116	1003270.206	0.153890984	1703879.406	0.130146445	3044010.999	0.100453422	1559065.475
257-51	0.142051341	697451.8803	0.088110036	826551.9796	0.165922104	502182.5328	0.069729043	376928.8443	0.145283522	2921600.092	0.147907919	633205.9733	0.154090412	551221.9534	0.124426207	2485294.327	0.147565999	885449.5583
257-52	0.14376184	1095451.853	0.090198033	1306795.395	0.177497146	602301.7967	0.087380135	1057808.473	0.09899459	1337196.527	0.130211029	527370.0689	0.162031186	865094.1953	0.126318676	2801579.132	0.134684009	1004471.208
257-53	0.154955579	633757.4621	0.099588233	1060559.118	0.157719576	761349.5949	0.096721646	810718.0376	-1	-1	0.143043211	785790.3587	0.158535927	1205698.868	0.133265803	2465664.446	0.110865548	811649.5191
257-55	0.156996029	1378279.463	0.090949373	1353083.889	0.157822185	1302079.515	0.061313509	1132059.89	0.092589967	2190391.294	0.139771049	1343762.213	0.156373615	1780214.163	0.133320268	3239114.775	0.112174694	1873174.728
257-56	0.173719355	1014442.937	0.087556935	1100197.29	0.152036397	1399560.499	0.070613746	1271586.527	0.103809971	2434387.784	0.137998541	1356482.227	0.14254914	1270263.254	0.131928717	3134717.811	0.111886352	2231286.473
257-57	0.145837003	1251563.157	0.093888246	866818.3776	0.157643693	1156199.859	0.06892284	768857.5726	0.098730138	1695009.685	0.146988185	915515.3205	0.148769999	883589.284	0.128653763	2816390.704	0.114313444	1646434.027
257-59	0.14465053	919106.0279	0.099918121	934534.9739	0.156050222	660557.8069	0.082620494	869436.4016	0.114001312	1198844.087	0.142284389	619536.5315	0.157175145	1130160.543	0.131688411	2371747.754	0.117176035	1170334.14
257-6	0.153690387	1355942.501	0.084017509	1065682.242	0.175758059	1192606.091	0.056788698	1262147.066	0.101015018	1871436.168	0.134578092	854953.6104	0.152651306	1667857.303	0.143486149	2922954.843	0.099613335	1647426.446
257-60	0.134674774	955915.8645	0.096254574	904082.6745	0.157325855	698548.5237	0.082266928	814778.4837	0.105034694	1318689.535	0.146043869	659081.0554	0.154734129	1205571.258	0.127545744	2706152.45	0.116650429	1665805.685
257-61	0.152516362	1362405.359	0.094193125	1087099.852	0.155462478	1038589.583	0.063369932	785673.2267	0.14265886	4491698.707	0.13796933	777217.8548	0.146772634	864565.6569	0.128226505	2969764.574	0.118289674	1992536.341
257-62	0.15199216	1174356.334	0.09354316	976329.0096	0.157421014	1150240.38	0.055883436	882754.6423	0.103207101	1776556.613	0.13350931	777755.7364	0.157779823	1394782.13	0.136671844	3014031.164	0.111529827	1520038.885
257-63	0.150285413	626078.0745	0.100010111	1050414.359	0.161407016	590264.2761	0.072993284	752545.6265	0.106621706	1406058.031	0.139711889	550605.2996	0.16033179	973273.3737	0.130643708	2477932.036	0.105734044	858405.2038
257-64	0.155973067	603744.2722	0.08501915	677123.3981	0.158936709	570811.8529	0.061065688	534296.3723	0.102216431	1417160.905	0.143558059	625753.2567	0.159508693	1125864.649	0.116219749	2447217.478	0.108008973	1228457.917
257-65	0.151998423	686662.5214	0.092628027	775694.0251	0.153950206	787598.1514	0.064610994	758504.4153	0.10669427	1550631.328	0.140191436	627605.2473	0.152003549	1177858.035	0.131419967	2696389.071	0.114102879	1392449.052
257-66	0.14989648	1379759.148	0.091506093	991381.5965	0.158407849	1043675.681	0.072735883	944536.9115	0.112420896	1788188.415	0.138629521	892629.8801	0.15521863	1742220.192	0.151246215	3066764.526	0.114531039	1594177.126
257-67	0.150957829	676681.3815	0.104976517	1577486.435	0.166240688	872324.7652	0.084834403	920508.4433	0.113101957	1325431.108	0.136420566	604900.4257	0.16011604	1031023.859	0.126530756	2592511.748	0.109264095	1351419.029
257-68	0.12932955	877766.409	0.089514098	717279.2701	0.155920708	522803.8087	0.072634244	751532.77	0.105281741	1656568.984	0.146454781	790558.9403	0.161414869	997173.9305	0.115156237	2560296.4	0.112162722	1119278.304
257-69	0.146239546	829925.3948	0.092259141	961337.9914	0.161689084	832040.9205	0.078915885	762210.8087	0.12130677	1575097.347	0.144624685	729500.3096	0.153901228	833808.4357	0.139676179	2412643.034	0.111293618	1364975.831
257-7	0.165631892	1223539.635	0.095091012	1396033.076	0.181680967	1141147.574	0.066409098	964364.6691	0.100371466	1831280.539	0.132876275	872541.9425	0.157461859	1469361.689	0.142133589	2848051.698	0.094539865	1454772.677
257-70	0.134809009	974572.2639	0.105954021	1160313.65	0.163565277	544017.1552	0.074235193	704183.561	0.105263697	1332878.792	0.143291455	510212.2464	0.153624219	867153.0068	0.125233402	3188958.203	0.121140575	1261428.569
257-71	0.148089593	1699357.713	0.093347654	1190827.314	0.162714982	1163869.248	0.073199861	951299.4982	0.161541492	4586367.21	0.145804586	951548.9638	0.152555176	1237803.152	0.15503106	3289412.097	0.117305125	2095091.1
257-72	0.156057817	1964797.378	0.091349141	1152734.954	0.158044625	1081759.494	0.082197221	1234991.275	0.110428852	2004792.801	0.14166963	1213421.545	0.153942696	1900719.093	0.140406812	3175284.287	0.106231523	1646816.623
257-73	0.14488184	820913.6747	0.085831669	788065.0417	0.162294946	964574.5473	0.067708884	898086.3934	0.15803563	4102761.801	0.146165419	831113.4851	0.147460317	846858.4094	0.144040174	2874127.515	0.108210312	1119870.811
257-74	0.157111553	1553407.821	0.091089163	1367269.321	0.15491418	1359943.339	0.067256823	1189906.37	0.152564158	5537403.902	0.137471576	1499390.181	0.149269298	2015623.374	0.144905905	3424159.601	0.11122612	2115064.234
257-75	0.12867575	1177816.079	0.091105173	914010.1418	0.160740668	625896.4196	0.079904214	932100.6981	0.122403667	1299745.135	0.146891018	794906.9396	0.157976166	1171955.38	0.141081563	2803094.909	0.120040201	1717003.097
257-77	0.17596532	1514143.367	0.095229714	1451778.32	0.167319879	1457388.394	0.075858567	1076568.322	0.145885367	4647995.515	0.14089623	1411593.672	0.147233198	1370424.978	0.136480247	3240689.485	0.10509505	2343317.581
257-78	0.164010371	1188785.939	0.087917861	967440.2645	0.157997991	998319.2277	0.06271305	751694.4686	0.09629179	1745588.291	0.135338028	855257.6771	0.15505565	1440635.65	0.131382376	2829682.866	0.101471086	2043429.486
257-8	0.136329147	837736.0074	0.08743964	843524.8675	0.187522102	737692.9714	0.077851202	748308.1318	0.115069464	1135104.931	0.156687087	1184087.148	0.156351692	784385.9214	0.131661333	2335041.954	0.104486079	1379665.503
257-80	0.150895222	1345327.039	0.095301702	1580129.98	0.166258324	1492763.839	0.079623434	1253963.676	0.109183044	1985104.121	0.144538573	1697478.008	0.153616091	1987017.64	0.146703931	3222590.073	0.108245715	2681373.315
257-81	0.152445529	903221.0032	0.097435287	1057673.092	0.165112387	723003.9902	0.070447124	522984.2784	0.097124915	1410083.665	0.150877086	692086.555	0.152201559	638427.4392	0.129461884	2227729.554	0.104700808	1821127.316
257-82	0.155679819	1454483.227	0.100856554	1499291.258	0.164559481	1118224.395	0.08042774	1002438.013	0.100964142	1725061.899	0.126289595	738544.7838	0.156028464	1491789.08	0.141761568	2914583.907	0.102196618	1955223.28
257-83	0.152103572	1773470.784	0.096174003	1895162.738	0.163827639	1491010.203	0.072697875	1131870.391	0.142686103	4750468.275	0.135838007	1502791.646	0.149583066	2098427.305	0.132395544	3456745.662	0.102158427	2315426.626
257-84	0.137612909	1358844.581	0.101053499	1642668.353	0.168344548	1298370.605	0.069652182	768806.6919	0.120979112	1923373.348	0.15047747	1116035.125	0.148173933	1027311.383	0.151473262	2781140.415	0.103956051	2280558.934
257-85	0.146836552	922482.1099	0.087118081	857623.0592	0.16049691	750179.4998	0.063023244	819389.0465	0.098428845	1197947.368	0.139785793	745472.1736	0.156827375	1049329.496	0.131335603	2606741.114	0.10388012	1642015.145
257-86	0.14987514	1349559.652	0.101754543	1424475.718	0.158657911	936123.9423	0.072114381	1037446.942	0.105754377	1525593.169	0.127747362	741348.0052	0.154897947	1282759.949	0.143279116	2750694.692	0.101439092	1989158.708
257-9	0.155806563	996793.7503	0.076286764	779911.3673	0.184206893	1089335.618	0.053154087	984982.1815	0.09638443	1895462.583	0.144225143	1037628.084	0.15171931	1102473.305	0.12946522	2951455.398	0.097656746	1526154.211
258-1	0.149439381	845955.1231	0.09599398	1097173.45	0.186800373	927496.8124	0.074210216	426255.0003	0.132407239	3613605.07	0.134681545	595953.9194	0.14410629	493886.1179	0.121767054	2363911.069	0.090707784	864033.7212
258-10	0.149270136	848037.5217	0.089048622	887228.5609	0.171527829	937462.1863	0.06611225	244737.4449	0.120773594	3204190.577	0.145991072	682600.3274	0.155182451	726768.389	0.109010511	2738520.261	0.092490179	747618.3057
258-11	0.130947179	907347.5298	0.100007667	1504077.851	0.190744199	1123984.819	0.067294419	525836.2372	0.134979299	3067787.492	0.1355652	635443.9459	0.14782682	587801.5348	0.121071865	2509004.324	0.101283678	1029736.783
258-120	-1	-1	0.082740232	934950.615	0.179816195	824899.4964	0.091113899	436568.495	0.123975035	3027011.018	0.138360999	318134.5113	0.156399368	592566.6761	0.126455728	2785018.23	0.106768416	705519.7891
258-121	0.147399292	841226.8432	0.10221032	1026013.336	0.143170259	1368626.666	0.08	1500000	-1	-1	0.156654513	460767.9784	0.15830881	528813.402	0.132149028	2850489.255	0.109747432	1179089.971
258-122	0.166549605	632128.6603	0.101151729	1463544.363	0.179645708	902358.3981	0.095784369	484926.6519	0.097130213	3617166.039	0.163429709	428370.5667	0.153714887	533589.1906	0.133671486	2733522.875	0.127294395	1609972.727
258-123	0.159331441	534361.5869	0.097871133	978296.1891	0.172815914	1079977.113	0.08	1500000	0.141250605	3932750.088	0.176646711	311994.6048	0.167972929	581301.6422	0.128060727	2597472.719	0.104022363	735193.1554
258-124	0.136276411	1052404.913	0.103356485	1826265.658	0.174461299	941468.6597	0.083977027	514826.8671	-1	-1	0.153530836	482331.1706	0.159251501	679333.2884	0.127864133	2922496.098	0.123574317	1888163.763
258-126	0.134978435	766554.6245	0.10391395	1274196.701	0.169334019	942111.9676	0.081429394	631023.9671	-1	-1	0.163940472	600304.8417	0.152667154	448233.6321	0.127343085	2883276.078	0.109509921	964481.4526
258-127	0.154193852	801823.053	0.093364845	848531.6815	0.17752502	933054.2486	0.067175146	427433.1927	-1	-1	0.16171384	630672.9435	0.160506845	619921.4493	0.126627565	2364197.307	0.089903427	788689.9128
258-128	0.139057224	924675.0821	0.093491816	920250.7341	0.177024879	991582.0998	-1	-1	0.137995519	3676901.813	0.147195114	510479.9373	0.165728122	653619.15	0.126255914	2530706.801	0.092743308	753275.2169
258-129	0.136421204	854159.2659	0.103707232	1530583.745	0.177762746	802438.5793	0.08239031	943110.5878	-1	-1	0.158507852	533403.7042	0.162059529	606657.2431	0.126488157	2764645.713	0.113838462	1071411.54
258-13	0.165480335	567511.2275	0.093253514	1191813.901	0.192051847	797711.7976	0.071064877	319637.316	-1	-1	0.141407072	516343.9033	0.148729018	435372.2047	0.130205484	2183518.482	0.1247947	1152742.93
258-130	0.143443498	879174.9353	0.097911861	1053027.687	0.17510558	787082.6335	0.082143975	1009051.454	0.139246315	4143135.658	0.144624771	445819.7685	0.160567091	554430.1477	0.129724596	2574824.921	0.113160224	1447794.619
258-131	0.145158381	740900.1002	0.096574739	1129672.137	0.173305058	1149211.863	-1	-1	-1	-1	0.153902016	354600.9135	0.159981732	551718.8151	0.133948363	3136664.162	0.100219066	2923386.128
258-132	0.147017631	1085547.654	0.098256192	1424855.925	0.167540646	1063022.262	0.085251151	778817.3892	0.13734777	3842074.074	0.147265493	597486.2822	0.171378229	512915.4602	0.131585089	2848500.041	0.112030537	1416418.036
258-133	0.143361605	726748.7102	0.098845739	1540012.268	0.173599224	1123692.39	0.077920243	713046.1254	0.139526261	3732570.459	0.162264652	529761.8295	0.151879092	428654.8344	0.129994852	2763495.793	0.093250281	829336.7206
258-14	0.144419337	762545.0876	0.102978523	2300461.715	0.160274821	1289775.347	0.086131413	741107.9286	0.12524674	3528731.933	0.138445778	632554.0819	0.150987622	593395.7982	0.124157642	2608389.658	0.112225127	966838.633
258-15	0.14806683	602346.7246	0.096674553	1222177.318	0.160546897	1213381.948	0.08476019	341210.7183	0.09	7000000	0.143317556	651714.3923	0.154680671	450955.9828	0.120916402	2222318.574	0.115785932	1234209.599
258-16	0.148953896	941747.8632	0.092352723	1518953.828	0.168436037	1007778.859	0.084403042	407458.5109	0.129563444	3475352.416	0.134167256	502672.1029	0.155253211	700021.9502	0.124242398	2491483.431	0.113421612	1233991.543
258-17	0.156453428	803441.4385	0.098131175	1330234.15	0.153399501	1366723.052	0.083830046	295030.9755	-1	-1	0.138170411	571425.3208	0.153296054	698346.3071	0.122128434	2437181.254	0.10140002	865806.7644
258-18	0.155050618	818070.505	0.093534993	1156796.891	0.166507577	1169703.136	0.082482476	335572.0764	-1	-1	0.144017034	750071.9688	0.154152011	645747.9428	0.122695947	2492221.137	0.09924271	715183.8485
258-19	0.139730104	910410.9252	0.082449339	963292.5374	0.169155354	1077879.053	0.084566345	822254.2388	0.126635454	3981022.245	0.139943855	520584.529	0.154628754	513024.7935	0.117025783	2646974.993	0.101912587	1034140.556
258-21	0.144085369	783620.412	0.084935714	931486.8159	0.16877974	916853.9626	-1	-1	-1	-1	0.141526124	654856.2191	0.144628413	412678.6937	0.122497239	2453256.486	0.100601754	717026.7
258-22	0.14803616	1120970.175	0.088955011	1028799.795	0.168862116	1109238.952	0.08342102	610198.7923	0.131638001	3962101.393	0.13541981	662201.4208	0.156358848	768047.978	0.125749008	2467066.401	0.094902645	927040.6331
258-24	0.163125058	611142.1052	0.080046431	603084.8322	0.160786029	1251337.324	0.083999486	386888.0287	-1	-1	0.134978432	538361.932	0.151318088	611743.4758	0.120260345	1695180.269	0.121634882	1296189.607
258-25	0.152653134	711015.021	0.092286113	938142.6234	0.158447354	1303272.946	0.082535129	358528.7081	0.128311279	3380885.864	0.154057884	875347.7704	0.146096351	440191.6653	0.121917752	2368294.72	0.092702869	730973.2766
258-26	0.140897079	974714.7251	0.096477462	1678933.549	0.162992024	910992.5264	0.068373429	346860.9346	0.126522672	3733360.221	0.137737168	566279.8807	0.151075241	663005.5872	0.125914261	2741169.507	0.100202876	767146.5845
258-27	0.155038437	715809.9671	0.09373977	1235047.727	0.17144689	1216108.451	0.089587994	753903.6858	0.12905358	3092839.287	0.150240812	794212.4116	0.155338443	649749.6847	0.131197521	2588666.594	0.100934256	917062.2187
258-28	0.138527225	820934.8505	0.096913522	1414112.305	0.176477029	686974.3308	0.082803684	1252874.26	-1	-1	0.160112052	644476.8501	0.154982598	645055.1714	0.132972513	2785889.189	0.150911884	1040141.48
258-29	0.137368572	899165.5477	0.095813396	1368543.863	0.157831994	1010391.767	0.08	1500000	0.131814062	3543236.421	0.146860349	508178.5561	0.158271364	746094.044	0.111661407	2544464.621	0.143756469	785079.8173
258-3	0.136852939	971915.0268	0.102809224	1133857.199	0.192233247	891155.6534	0.075600931	393351.0204	0.126889551	3486962.494	0.144121878	543980.003	0.14948007	639708.5318	0.131356791	2474255.065	0.107473367	1015084.813
258-30	0.132995144	824973.5006	0.102116737	1408501.864	0.157868654	1106791.722	0.081023695	314094.6604	0.126463871	3023398.369	0.129312524	335231.9557	0.14841428	524850.8002	0.127990225	2332682.716	0.130767033	395100.9206
258-32	0.153275545	837641.8563	0.104601056	1400388.658	0.158950295	1059997.161	0.08	1500000	0.124143179	2604120.682	0.148162306	599042.5539	0.150786423	490321.9708	0.119155209	2289381.949	0.145244838	690143.0023
258-33	0.146702773	604993.1399	0.09918696	1224090.433	0.164003651	916202.5273	0.075504364	380693.8416	-1	-1	0.154268217	519365.9393	0.155755798	626766.0825	0.1239828	2538359.563	0.135909143	512421.1487
258-34	0.131857955	980755.6609	0.101302187	1538784.35	0.168424461	748489.0295	0.080670895	422048.2487	-1	-1	0.152730469	610057.8956	0.155117959	671169.1767	0.111939847	2968028.893	0.142377524	813473.4417
258-35	0.139843115	712700.1696	0.103577807	1673519.749	0.180181911	792654.2302	0.085388718	976705.8972	-1	-1	0.151081656	458354.69	0.150132144	516455.8625	0.132704171	2321963.697	0.14189512	924545.6003
258-36	0.162136184	801044.5551	0.098704993	1272871.652	0.183602378	870837.7594	0.075542747	471571.9023	0.143200601	4439439.299	0.146193859	463763.3048	0.154111525	650233.563	0.126281721	2039735.33	0.136691646	848847.8617
258-37	0.157558193	878867.0435	0.098533006	1186697.602	0.186701281	825511.2665	0.071191668	357225.5482	0.137807281	2757268.388	0.128740495	328669.6237	0.152194682	577572.8068	0.126346097	2052628.825	0.145193351	745807.4781
