	hydroxyurea_r	hydroxyurea_k	NaCl_r	NaCl_k	allantoin_r	allantoin_k	caffeine_r	caffeine_k	galactose_r	galactose_k	glycine_r	glycine_k	isoleucine_r	isoleucine_k	phleomycin_r	phleomycin_k	rapamycin_r	rapamycin_k
213-59	0.105094494	1769834.767	0.086787405	1815247.956	0.119694045	1396799.271	0.075206414	1249702.592	0.107891284	5527849.163	0.113075333	1120766.719	0.117174362	1869959.025	0.107224179	3948674.779	0.101369849	1317472.253
213-6	0.110853497	1791797.756	0.075477302	1624318.853	0.125220451	1340520.679	0.05408461	2142869.096	0.122771177	5352001.599	0.115847929	1381470.259	0.118323333	1975024.067	0.118602254	3505325.252	0.08694741	1369353.961
213-60	0.116301716	1702804.608	0.08759724	1573772.956	0.136296261	1145674.457	0.082784396	1193938.225	0.120597758	4819799.523	0.121943031	883748.6138	0.13590609	1424082.668	0.112730904	3415983.441	0.100666855	1362147.11
213-61	0.102490934	3024575.29	0.081767261	2392580.581	0.110931517	2284759.043	0.064845888	1461661.446	0.100554409	8195185.356	0.107856233	1785040.707	0.106544889	2071357.462	0.102977625	5662235.743	0.100116563	2075063.825
213-62	0.110553101	1686243.573	0.07952428	1835714.092	0.126977849	1620616.059	0.061222626	1244258.856	0.114156082	5704526.485	0.113283422	1338102.979	0.12401816	2125253.959	0.110950222	4030214.884	0.095064619	1245553.35
213-63	0.094479679	2098940.652	0.085781704	2513896.384	0.115719639	1873331.687	0.066773085	1521619.789	0.098136987	7936780.545	0.110739129	1534744.598	0.111993207	2390370.558	0.104238355	5927330.488	0.089979714	1130267.634
213-64	0.109764575	1149011.785	0.083416664	1567415.029	0.12967566	1008280.385	0.05706697	903350.1108	0.112020753	5301726.424	0.119631037	919373.9494	0.128734861	1492906.989	0.103958664	3566318.302	0.09269493	856165.1595
213-65	0.099001003	1847389.331	0.079327578	2224301.576	0.109444612	2073892.346	0.058104896	1261109.161	0.110963539	7743332.815	0.107147616	1496568.122	0.107041848	2615738.424	0.102807849	5800802.692	0.093717599	1664557.909
213-66	0.11161974	1572453.838	0.078769748	1956535.613	0.125264411	1761966.278	0.069469797	1288061.287	0.114797282	5847109.705	0.109194876	1248791.914	0.118862369	2356497.262	0.111642333	4184606.368	0.096127944	1252427.234
213-67	0.104267411	1899696.67	0.084262831	2265875.722	0.115731888	1784092.298	0.081142825	1459546.013	0.100937599	7302855.03	0.107572388	1470826.643	0.109140334	2472469.78	0.103266337	5501712.567	0.095553435	1519823.157
213-68	0.105408859	1765484.702	0.079943645	1137373.6	0.128323108	896937.1603	0.062800762	1177347.164	0.11459224	5056376.073	0.114893305	909458.8403	0.123543086	1647244.488	0.102930982	3503334.129	0.098469597	705479.0922
213-69	0.101823198	2012614.282	0.077629653	1717183.652	0.119799484	1803449.714	0.072818128	1196294.665	0.10946763	6249116.575	0.112770649	1265734.49	0.112753571	1701598.519	0.102231294	3983802.386	0.095097618	1211210.534
213-7	0.112227845	1777239.548	0.082352444	2374451.852	0.138358766	1536656.561	0.051576044	1798107.624	0.110483603	6002073.934	0.105788249	1330168.731	0.112741469	2062401.479	0.111154318	4145561.887	0.076183691	1169954.982
213-70	0.110929543	1739544.113	0.093433324	1862527.964	0.131255999	1196483.742	0.061012524	898550.6638	0.109315213	5388258.319	0.118985349	966781.4312	0.121792138	1238240.423	0.106382359	4123007.771	0.107451318	1259019.2
213-71	0.106925689	2723660.535	0.079934128	2272906.184	0.122695876	1953039.473	0.069139945	1422584.485	0.108139474	6545072.722	0.111999311	1349067.703	0.112216594	1824383.93	0.108561653	5268046.657	0.099832969	1942582.882
213-72	0.120321897	2165484.52	0.079518546	1699150.118	0.136438969	1553218.959	0.078949265	1612019.398	0.124271087	5432490.713	0.11864873	1539907.167	0.125795387	2105930.672	0.117608725	3791583.323	0.091683515	1190831.315
213-73	0.103978414	2442694.192	0.073022815	1826635.958	0.112332641	2499658.912	0.063089912	1559841.064	0.107239588	7873001.515	0.10846252	1972682.103	0.102926808	2166758.147	0.099490283	5836694.849	0.088710266	1073402.463
213-74	0.111737886	1679670.203	0.078396128	1942108.81	0.126226116	1741361.653	0.064279341	1335426.858	0.117293896	5846330.131	0.113682964	1348433.244	0.118054842	2207328.129	0.117302559	4102834.427	0.092851037	1474601.836
213-75	0.099357502	3420315.16	0.079114113	1906718.755	0.113992563	2049176.627	0.072541772	1387934.364	0.103630565	8210475.888	0.109669593	1676943.48	0.110475299	2631342.033	0.102215078	6416350.824	0.101426631	1818901.618
213-77	0.113873398	2726865.549	0.079370472	2255494.719	0.112197674	2536496.518	0.06530029	1496263.861	0.101240813	8103053.498	0.119411463	1636232.512	0.099890289	2211234.414	0.097909915	5887815.135	0.083144472	1840068.063
213-78	0.129316457	1656882.054	0.081533739	1538776.633	0.124267883	1647269.405	0.061892528	1228108.139	0.12038585	4982931.915	0.123634523	1244892.62	0.116139783	1935342.699	0.11154734	3533448.836	0.093678181	1621956.562
213-8	0.112003769	1434887.91	0.080003251	1321257.496	0.162457042	1142755.179	0.067617999	799243.3151	0.116613911	5042402.753	0.127739822	1057945.13	0.128261798	1072214.285	0.104287356	4070017.049	0.081504162	826097.2965
213-80	0.11241387	1625953.181	0.085105959	1920184.985	0.131642224	1857376.412	0.075720547	1546007.448	0.121343905	4997877.597	0.127479324	1384426.113	0.120774256	2054263.093	0.115036767	3559029.973	0.09598467	1786535.696
213-81	0.10877168	1995289.932	0.089155404	2172022.471	0.120135747	1602879.683	0.063593079	973147.5023	0.112922898	5336812.127	0.126354741	1253028.887	0.111104164	1414562.264	0.111746862	3928207.413	0.09482891	1728680.752
213-82	0.127016277	1741790.546	0.091661863	2200468.008	0.134345744	1581566.393	0.069091675	1243070.657	0.118849899	5359437.846	0.119559558	1013742.883	0.123505886	1891787.692	0.113604063	3763711.256	0.085539112	1295784.367
213-83	0.114826595	1975165.053	0.088464103	2388267.003	0.123112382	2018748.909	0.069424998	1439154.322	0.111866248	5069495.453	0.114689834	1203626.652	0.113096446	2321819.326	0.107677326	4122517.758	0.090215907	1566291.752
213-84	0.119666197	1676512.879	0.086730017	2230684.185	0.140878183	1660752.998	0.063208992	1135750.604	0.123170427	5155163.202	0.133989356	1245833.942	0.121513113	1318709.124	0.116152817	3676230.708	0.090200904	1787207.017
213-85	0.10370977	2504675.997	0.078289488	1688996.274	0.113515315	2023133.41	0.06391606	1405812.462	0.108384544	6746236.55	0.118551155	1631484.684	0.108144368	2587258.352	0.101842465	5112545.354	0.085951883	1504635.74
213-86	0.114553303	1827180.937	0.086362288	1984000.508	0.126262453	1549620.657	0.068517323	1341154.46	0.116594311	5127527.242	0.116920834	1053620.909	0.118513423	1874872.395	0.11046199	3666213.936	0.090082665	1673249.961
213-9	0.096950784	2352481.666	0.067582958	1690525.321	0.130588808	2045218.064	0.049741181	1147021.802	0.102748793	8263762.521	0.109663531	1919861.328	0.103616298	2184388.395	0.100751211	5699753.139	0.077863814	1638095.505
214-1	0.13127436	1347137.729	0.087669195	1331172.059	0.148432761	1114841.596	0.057548938	546594.0752	0.083132815	1919494.268	0.11812445	820760.0631	0.123964212	1001008.509	0.111274477	2841743.308	0.090625184	1244029.521
214-10	0.138587903	1529119.487	0.08159822	928173.9705	0.141672469	889320.4886	0.050489564	437718.9689	0.092619842	1676765.981	0.130039149	1053983.119	0.138631538	1306735.249	0.104820831	3241299.229	0.089888163	807677.8389
214-11	0.120423285	1510860.69	0.082721547	1070581.254	0.165581719	1136680.417	0.063727831	897879.0223	0.087270305	1986731.855	0.129071483	1041818.332	0.133031484	1046637.401	0.112817439	3258357.135	0.093486707	1131673.528
214-120	0.146102757	953429.8569	0.085694313	879353.1763	-1	-1	0.064260583	643162.5441	0.114323252	2928712.183	0.145342678	773051.1688	0.147394108	1133964.26	0.111431311	3135769.081	0.091641156	842709.1479
214-121	0.124576584	1405257.294	0.089943366	1164755.76	-1	-1	0.050467045	497977.4017	0.09252264	1776486.238	0.127623932	1054040.627	0.133224301	1303754.745	0.106570364	3494359.7	0.0951261	1087085.189
214-122	0.135899147	1241259.947	0.089858092	1466955.055	0.142083649	877833.9089	0.077209001	1021882.188	0.089357667	1735116.05	0.128515569	1025422.432	0.138649504	1262815.911	0.111072039	3408544.778	0.100045673	1508967.199
214-123	0.132142006	917684.1173	0.077028066	805300.2267	0.146790339	835751.8854	0.045716456	354090.8955	0.092467757	1629724.756	0.135250865	959997.0788	0.150798057	1193706.053	0.115093237	3230842.656	0.085570024	799502.7311
214-124	0.134246896	1519022.11	0.088185414	1557175.695	0.147688597	964628.3439	0.062449981	784499.6926	0.11632285	4803988.158	0.134553155	983003.4409	0.147537899	1248892.448	0.113580687	3272176.942	0.103775343	1630065.933
214-126	0.119688122	1193300.768	0.077804658	1049920.801	-1	-1	0.054184852	652533.307	0.09515525	2282912.563	0.136167252	1139622.093	0.130702881	1021427.229	0.108090358	3586572.192	0.091642459	867464.1279
214-127	0.136361929	1289726.332	0.073215556	821213.22	0.145892551	865539.073	0.049935768	564096.0029	0.123875206	4732618.343	0.134492776	1071531.208	0.14122031	1119095.455	0.114617496	3179723.366	0.086637645	823452.2587
214-128	0.130409154	1501230.526	0.082306877	907621.408	0.151847798	865154.1365	-1	-1	0.091439835	1613872.223	0.132873702	983290.2532	0.154688385	1218451.294	0.109781275	3318700.308	0.094100952	1046570.681
214-129	0.129417097	1457810.718	0.094495453	1412128.474	-1	-1	0.056634251	725911.7184	0.09778161	1610849.871	0.146149467	857637.2269	0.149334487	1128660.647	0.112003186	3369625.269	0.098506501	1157859.607
214-13	0.152961853	835235.6469	0.07937378	763132.5188	0.167134463	845646.3824	0.060068574	323664.0282	0.086800379	1464642.211	0.135528411	696842.9132	0.140978628	838045.2635	0.112382204	2581047.666	0.08545254	767597.6042
214-130	0.13316281	1601065.476	0.088408141	1242118.339	0.141290146	930127.8317	0.067321495	916239.7827	0.09198026	1593167.425	0.124718955	983318.9268	0.139827798	1280275.786	0.113722671	3253654.181	0.104824705	1802567.731
214-131	0.137306603	1251489.682	0.076925545	802088.4045	0.152957767	789897.4699	0.056211356	492804.9453	0.092092679	1538305.573	0.13237991	844503.95	0.144739173	1134810.562	0.104299197	3697804.737	0.089851209	794500.2824
214-132	0.131691811	1897852.792	0.083070909	1227666.11	0.142359248	740731.0385	0.066854683	856964.5078	0.088690434	2149761.019	0.130952292	1013268.316	0.148879863	1321182.903	0.108353649	3715738.956	0.095958436	1220389.673
214-133	0.125805648	1284505.352	0.089676667	1558637.094	0.16066555	1017309.426	0.064098892	838478.4783	0.138271126	4336024.354	0.144568584	1070911.833	0.153999208	855868.568	0.13406699	2994854.951	0.092083853	935064.7665
214-14	0.136486345	1348624.006	0.092530163	2221157.007	0.160354002	1112114.871	0.057935713	418204.2931	0.086464185	2627732.137	0.12683975	1009484.084	0.130564267	943473.4172	0.107729017	3389690.097	0.086837947	1057206.557
214-15	0.134789161	1008498.633	0.085480568	1172602.852	-1	-1	0.0471177	476232.8345	0.085324358	1920367.017	0.136266101	887072.125	0.135619354	900471.1533	0.110584383	3029005.152	0.096298443	1275291.943
214-16	0.13116929	1396971.589	0.083038193	1235514.059	0.152930354	1116135.2	0.059882846	445024.2409	0.081741613	1688973.13	0.121583187	780199.8077	0.135173027	1122595.043	0.11056316	3063044.599	0.091453012	1275702.496
214-17	0.145368349	1096348.9	0.082910631	976318.7399	0.167207928	1138143.576	0.068970033	486850.3988	0.094707787	1686518.466	0.131331761	745717.3421	0.144636867	1249141.868	0.111828644	3283609.423	0.089268373	918093.4881
214-18	0.142436283	1338877.161	0.081430987	993450.3253	0.142327662	1160835.039	0.061117748	461334.1572	0.091670336	2035357.158	0.126203354	881794.1019	0.136361501	1292967.308	0.110196583	3515623.663	0.08787113	898391.872
214-19	0.139799348	1241995.518	0.075293962	860185.9437	-1	-1	0.062645838	460889.0946	0.083948452	1676872.914	0.130940836	844006.9172	0.13624261	987226.358	0.110522026	2810505.525	0.089264695	1141895.244
214-21	0.132121343	1494290.15	0.07672467	708751.8292	-1	-1	0.053444021	384232.5304	0.106214326	2926812.296	0.136175357	1044562.762	0.137306076	993846.0438	0.108010298	3687463.25	0.085614589	748736.4283
214-22	0.13800806	1391815.571	0.073801084	761315.194	0.166297326	953574.2758	0.054715069	596934.3229	0.128465731	3875080.375	0.129379796	837419.6515	0.149954011	1281123.335	0.126208105	2719995.286	0.090064066	1137555.763
214-24	0.128413742	858841.0544	0.068077339	614846.7581	0.156116023	1130172.041	0.053958712	453556.2627	0.093586866	2109459.516	0.127187386	1036080.798	0.132730682	1392199.58	0.105496801	3252258.321	0.096893929	1430010.843
214-25	0.125230452	1040156.158	0.072236123	722824.9786	0.165034386	1062442.831	0.051722533	421460.3561	0.114151822	3881222.347	0.139504168	1179522.464	0.138511596	856596.696	0.109623037	2824975.92	0.08280004	635773.371
214-26	0.123324711	1474767.653	0.090197971	1626991.502	-1	-1	0.060321163	417180.6208	0.089786779	1795358.844	0.124203545	797998.7018	0.133220597	1095650.827	0.111812379	3302268.596	0.087548449	1025803.448
214-27	0.137741196	1357654.3	0.080579124	940193.7963	-1	-1	0.076794791	803595.8126	0.113433821	3825041.975	0.138221456	1028422.59	0.146372765	1215251.472	0.112471635	3270488.008	0.098903257	1169601.113
214-28	0.118316803	1714109.396	0.095209359	1759140.67	-1	-1	0.053926111	649933.5461	0.106190149	3719864.209	0.132395705	1052380.15	0.131745628	1392535.576	0.109415379	3631445.595	0.138317468	760687.2168
214-29	0.120823451	1562847.919	0.089860971	1447894.673	-1	-1	0.050432951	457877.9129	0.08761301	1939100.198	0.136303858	857591.0252	0.142887989	1391845.25	0.104448338	3002272.855	0.12783098	635286.5516
214-3	0.119611684	1641503.87	0.084017547	856706.1584	0.163091853	1042181.98	0.06893211	507007.1897	0.088619839	1821751.205	0.127013049	952387.1219	0.132957716	1325810.821	0.112273413	3202369.816	0.096609494	1200108.694
214-30	0.126135705	1104037.575	0.094343195	1399431.925	0.161707968	939146.386	-1	-1	0.086329915	1522293.541	0.125967405	780731.724	0.132850005	1039386.86	0.113667319	2696873.761	0.121860303	543559.9401
214-32	0.141062801	1253717.462	0.087317601	1052868.467	0.170686453	1009828.477	0.046617839	772851.2239	0.115070078	2876361.751	0.135814213	822283.49	0.143735636	976153.9843	0.12067093	2903260.492	0.132409714	710478.5191
214-33	0.143539017	1002571.635	0.085304846	933613.0326	0.138681511	1049082.158	0.048564098	476560.4478	0.089793924	1723830.424	0.132206569	876508.7683	0.137387581	1290799.165	0.110830885	2909376.851	0.131277818	472274.8319
214-34	0.119964285	1614202.805	0.094185018	1371762.545	-1	-1	0.061506999	454698.6378	0.100344233	1836641.132	0.131484293	907203.98	0.140433581	1414435.267	0.115774284	3256388.329	0.132660111	745948.3086
214-35	0.126495945	1074222.68	0.098425199	1541547.526	0.173428878	916361.248	0.061836531	892110.5396	0.09015403	1533256.575	0.139796861	908359.392	0.140452302	1010801.266	0.111022025	2851422.499	0.129945234	633779.5955
214-36	0.1443797	1189801.634	0.08483596	1102070.703	0.164158308	815874.3854	0.061129538	844468.6667	0.087377629	1383928.636	0.134335855	780618.4983	0.149559652	1241502.001	0.123499593	2818675.523	0.124609432	685046.4458
214-37	0.13719458	1222459.911	0.086548308	1074359.849	0.159044315	891073.2229	0.051853922	563341.2369	0.095082073	1460063.991	0.122316232	738552.8086	0.138848936	1355067.216	0.120898739	2694958.382	0.130449299	872634.0286
214-38	0.123385792	1328347.765	0.08137555	1065493.05	-1	-1	0.052788819	569397.2098	0.093344568	1429769.296	0.136937868	1047775.654	0.14242988	1445811.879	0.112195245	2926090.355	0.129758161	898403.9305
214-39	0.12038323	1779496.029	0.109862278	3016970.78	0.161329797	829228.241	0.063396147	498727.418	0.086907908	1829840.634	0.119826638	669252.6194	0.134757845	902279.5469	0.111358973	3111286.19	0.132995699	1228446.488
214-4	0.120870314	1132782.947	0.092108719	1716361.561	0.168301543	926640.9335	0.058020387	612869.0265	0.117756104	4393105.066	0.129985793	769125.4069	0.137620136	829500.2997	0.113620536	2977560.52	0.093821672	1316265.468
214-40	0.140427415	944451.0662	0.083792699	948036.7607	-1	-1	0.054524688	425687.1528	0.094752644	1493897.924	0.139296239	1122777.311	0.146623649	1363641.726	0.108063912	2874126.63	0.131726397	566556.8363
214-41	0.123111688	1003564.601	0.082001773	1247171.537	0.138495225	676768.0272	-1	-1	0.088109073	1685686.768	0.126279879	815957.7477	0.138013023	1233838.892	0.107835733	3080892.53	0.130206008	508077.3495
214-42	0.132786545	826778.707	0.087314441	1149789.547	0.147742737	677177.7051	0.079983509	808839.8723	0.092186348	1529305.852	0.131411951	844041.6583	0.142573099	1121765.54	0.105533153	3408599.472	0.134728361	1048098.614
214-43	0.152889281	831745.7315	0.091941191	1182299.282	0.143358876	759490.2919	0.067571698	352493.1099	0.091186602	1374511.088	0.129144653	646020.4301	0.13446784	943476.0336	0.112142142	2671034.316	0.124009891	730671.2719
214-44	0.129688247	1240006.696	0.080642673	1365456.632	-1	-1	0.048358427	769397.7153	0.091229465	1781069.014	0.127324003	958469.6501	0.144561699	1311280.574	0.119985934	3236303.081	0.135203358	1279584.125
214-46	0.1386558	884609.9373	0.075725357	809628.8773	0.155361514	760379.0745	0.056845104	439022.8948	0.089106811	1636547.893	0.134846847	709417.5871	0.140347288	1290855.159	0.109238623	3229872.303	0.129053254	439306.6681
214-5	0.129380757	1100807.751	0.075219099	912257.6376	-1	-1	0.064207258	824257.0853	0.087179229	1698703.651	0.124902352	849289.505	0.132779159	1281788.93	0.112006601	3148451	0.085397353	792964.0937
214-51	0.133353631	1059222.739	0.077148254	1076116.914	-1	-1	0.065810084	406178.0358	0.107794758	4103723.807	0.133051769	1004939.293	0.135950642	979024.2827	0.107348705	3531778.962	0.136523704	776851.4855
214-52	0.144928771	1499610.981	0.091188846	1794337.061	-1	-1	0.072272818	720286.4348	0.087093971	1622682.647	0.128227947	594952.9141	0.145880928	917266.6513	0.110731533	2906570.721	0.124268057	630883.5205
214-53	0.123522577	1111581.565	0.087933979	1434284.839	-1	-1	0.071681771	510090.3148	0.119392381	4246027.46	0.127381719	1094393.637	0.134951775	1491647.065	0.113701484	3310908.637	0.092576406	902059.5821
214-55	0.133183122	1296722.519	0.089084746	1070099.676	0.141468819	886723.9542	0.05171578	374679.2507	0.091182604	1397813.039	0.134477567	792510.9633	0.143541649	1202877.189	0.109792234	2684706.348	0.098385015	708747.7138
214-56	0.14295747	1022333.278	0.088278001	710327.6296	0.142859156	1055849.699	0.07279774	835096.9893	0.094862052	1588767.95	0.137680645	798795.4257	0.14025469	939848.1335	0.116702598	2624960.323	0.101775398	864361.9649
214-57	0.128023044	1087547.187	0.089155157	803398.523	0.144657321	961107.2847	0.063434489	746846.3517	0.095495581	1362126.743	0.136981943	1075159.748	0.13748821	835548.6715	0.108811201	3191794.456	0.101472714	893430.2536
214-59	0.13892808	1578971.937	0.098771999	1151311.264	-1	-1	0.078931269	935698.3392	0.103925903	1583415.552	0.136159487	1172154.115	0.141374295	1233122.88	0.117389797	3253867.229	0.098560905	965255.4227
214-6	0.147236592	1093097.707	0.082629381	919452.8662	0.160786893	868732.3782	0.053271503	408541.7385	0.090274851	1328816.008	0.121491604	735971.8514	0.134422011	1059079.258	0.121968342	2461765.3	0.089868649	990658.4356
214-60	0.135364355	1471972.995	0.10323157	1273529.811	-1	-1	0.088320291	877128.7479	0.099840067	1448561.016	0.139370214	829476.0439	0.147995071	1187052.248	0.121287794	3245482.899	0.11043926	1341873.539
214-61	0.129896554	1482637.486	0.089021633	1180195.14	-1	-1	0.058032992	558591.439	0.111874403	3842756.079	0.132255926	896868.5371	0.135369722	881469.7394	0.109027515	3250853.576	0.106486221	1150884.938
214-62	0.129725562	1056625.521	0.093810947	1204414.57	0.143308372	920416.9177	0.049824961	384579.8263	0.093532	1558697.775	0.131512771	953349.7602	0.14743328	1160445.392	0.113363401	3342333.797	0.102782593	837021.4993
214-63	0.132585234	1037483.532	0.099303665	1690485.27	-1	-1	0.053323747	344800.3686	0.089062218	1718466.431	0.131002483	855441.1778	0.137640195	1013229.58	0.11425424	2857940.927	0.09969664	689110.4147
214-64	0.135491465	943515.236	0.088106527	858768.607	-1	-1	0.057716592	403732.6772	0.098804815	1750610.845	0.140084135	978141.8024	0.151411202	1237951.368	0.111397022	3185267.876	0.099405088	778882.1008
214-65	0.143632591	1081214.842	0.088787214	1216960.009	-1	-1	0.05663557	510158.2051	0.089414861	1863400.239	0.118852045	888641.3182	0.12485492	1136257.799	0.113772124	2807742.68	0.101300699	958553.5912
214-66	0.13386414	1142002.128	0.089474905	1035976.405	0.144573819	1077512.825	0.062117439	761643.4632	0.104015586	1703859.546	0.132245639	1013858.857	0.140760522	1350520.398	0.121135792	3044437.039	0.10052184	859015.8604
214-67	0.133496805	1571840.834	0.094028912	1442203.74	0.144366305	994607.1027	0.064489025	684797.3553	0.101732786	1659151.377	0.130168184	930764.0233	0.138417034	1279298.379	0.113694421	3296312.433	0.102959451	1107890.226
214-68	0.130191811	1403607.516	0.082431705	822966.8493	-1	-1	0.057115318	666338.0598	0.095193041	1837375.052	0.133057022	997900.2175	0.147386271	1268560.824	0.11090666	3302491.682	0.098811443	887573.0845
214-69	0.128355968	1520279.895	0.086897557	1260779.026	-1	-1	0.064594141	691011.411	0.100742962	1765592.718	0.131139247	1039574.332	0.132977452	1119718.828	0.123137954	2937626.536	0.101459654	1101370.787
214-7	0.139934883	1039515.595	0.096691358	1710220.368	0.156969198	916290.8752	0.058247501	411256.3201	0.086970216	1496175.452	0.114864227	582987.0457	0.136563846	967720.4564	0.119252177	2572919.846	0.080575406	604289.1906
214-70	0.128256338	1628653.521	0.096577079	1618602.286	-1	-1	0.056444498	941142.4014	0.093925207	1789317.604	0.129652833	871510.5457	0.138056197	1097590.583	0.109576326	3570859.711	0.108223768	1061543.099
214-71	0.135250481	1663480.858	0.08909916	1459156.165	0.149517368	1131971.676	0.059714187	997675.2649	0.139709844	4349887.047	0.131168967	886507.6387	0.14045557	1098086.86	0.135175386	3259695.304	0.106823921	1486381.821
214-72	0.134564132	1441537.841	0.091284785	1022601.263	0.152571485	894597.261	0.061358693	749071.5259	0.097289798	1627102.789	0.127798406	905074.2183	0.144715653	1034273.5	0.124604324	2636213.838	0.094757977	816739.6366
214-73	0.123321535	1106601.017	0.078891697	827754.9195	0.145429181	971773.3145	0.047198388	519276.7075	0.116251546	3210798.828	0.136195518	1186209.502	0.135835881	989558.0143	0.111795658	3267492.112	0.097488357	658478.8334
214-74	0.134767265	1207942.613	0.086767013	1012597.795	0.144157542	953117.0775	0.059262082	996548.4642	0.117036211	4764329.632	0.132352435	956046.7197	0.138733168	1297377.576	0.113241159	3397214.109	0.102784225	997165.3653
214-75	0.119033954	2034121.881	0.084449736	1144502.541	-1	-1	0.058778448	615778.9908	0.108796937	1564118.443	0.134586797	988278.3693	0.139904309	1346538.285	0.121293131	3453192.102	0.109623876	1363735.704
214-77	0.140348572	1394331.319	0.089427167	1322514.421	0.144059626	1036879.689	0.049305383	577471.0118	0.106401654	3446716.384	0.141544055	1069469.509	0.12963669	1093220.913	0.106439897	3502588.857	0.084313828	828777.3559
214-78	0.152008275	957364.4687	0.092478407	1051678.251	-1	-1	0.051889485	336142.0437	0.083237643	1814345.499	0.137469583	881078.1792	0.134883758	969399.6086	0.111389416	2684798.077	0.079444238	847121.6166
214-8	0.133067907	1197331.82	0.084690531	1145551.507	-1	-1	0.066617359	400819.2499	0.116639163	1150806.447	0.146099762	1235171.044	0.144718825	992224.1386	0.120091833	3308989.352	0.089964234	901751.4783
214-80	0.131853371	1409728.62	0.090479009	1288171.297	0.149229896	972453.3208	0.069390089	941140.8298	0.097283649	1630203.107	0.148449633	1096850.2	0.145099041	1222685.43	0.130506535	2971537.318	0.102827531	1507285.713
214-81	0.138927013	1135406.276	0.100508368	1818798.416	-1	-1	-1	-1	0.088899359	1824984.957	0.144515044	1015409.189	0.131640063	868652.9058	0.114018723	2731424.127	0.091029291	1060946.13
214-82	0.149194062	1035430.638	0.099601603	1526435.545	0.145692323	866001.7313	0.049016861	424012.7127	0.089255905	1441886.889	0.137362851	776175.6135	0.13788661	1003469.416	0.116342898	2808406.765	0.08143122	638941.3976
214-83	0.132768924	1679272.677	0.097986913	1493864.329	-1	-1	0.057229901	835843.7132	0.112209224	3324303.053	0.138649963	985939.3692	0.140381529	1233114.843	0.118345453	3177672.83	0.093338322	1248211.95
214-84	0.127862232	1270412.994	0.095651697	1709159.315	0.157743794	1102050.206	0.062357719	513118.0094	0.111084425	1688453.027	0.155548111	1016608.786	0.143431067	892520.022	0.134284977	2871738.701	0.086364281	913248.567
214-85	0.127632493	1515732.475	0.081471593	1042225.845	0.139517487	918279.8691	0.052647151	448941.3317	0.088676499	1476673.857	0.141804664	1093373.765	0.134565204	1303029.535	0.107972938	3167743.935	0.092548785	1004488.372
214-86	0.136758224	1333092.608	0.098870245	1358264.56	-1	-1	0.062115827	402292.4926	0.093314641	1362946.887	0.140409668	901152.8421	0.13926863	1092857.005	0.117667608	2653759.176	0.081945722	710860.2483
214-9	0.118987603	880691.4146	0.075383143	836284.8442	0.158535032	974438.5569	-1	-1	0.087898946	1524988.693	0.128656779	902754.4559	0.130552495	904444.0646	0.104705137	2940987.466	0.082019629	712701.2831
215-1	0.123721112	1810508.027	0.08171245	1357554.902	0.156491005	1340641.167	0.073515307	1426927.868	0.124383945	5175614.071	0.117608766	930218.2138	0.12934574	1203231.046	0.117316969	3409883.852	0.098815939	1401863.013
215-10	0.14042549	1610846.866	0.080648647	1211070.573	0.165668343	1188653.414	0.065374329	930918.6646	0.127317283	4241767.053	0.127474462	868428.3179	0.140250784	1112713.349	0.118799678	3190236.15	0.09708828	1196009.881
215-11	0.120196692	1816436.574	0.082941049	1233327.589	0.169528171	1401941.089	0.082305898	1509817.162	0.133472897	4491814.822	0.131955588	1010274.491	0.140052433	1142648.537	0.118840119	3015102.382	0.108436754	1336242.255
215-120	0.15415729	904694.8135	0.079430677	588402.37	-1	-1	0.061329588	654288.361	0.11851449	3419480.006	0.137589188	622317.4909	0.152333525	767317.8691	0.118075101	2653438.708	0.081483641	703443.1916
215-121	0.127238716	1814920.335	0.083207246	1219502.919	-1	-1	0.059887371	924081.327	0.122337638	4322732.636	0.122544287	931217.1216	0.134959802	1126885.717	0.11743553	3213208.324	0.100879507	1376124.016
215-122	0.139768556	1634786.72	0.080850356	1364981.304	0.1496562	1625937.276	0.08186874	1527783.469	0.126816863	4544029.612	0.122831181	996796.3397	0.134913804	1235066.283	0.121868832	3500719.692	0.104672636	1768483.506
215-123	0.133816279	1348216.538	0.078108946	837529.6436	0.155700742	1320554.402	0.052881309	751578.6534	0.140014676	4214720.976	0.13171878	865436.64	0.145020121	1002229.148	0.136466118	2864349.92	0.092841763	888594.755
215-124	0.127370232	1714825.874	0.083639023	1221991.922	0.152176601	1110063.016	0.080472944	1258094.091	0.126742363	4477799.915	0.131889516	916024.7958	0.144046548	1038047.63	0.11692711	3173541.179	0.102755317	1310475.97
215-126	0.11315956	1354826.003	0.075619029	786253.3148	-1	-1	0.076505738	1053841.016	0.117710931	5135853.677	0.136855021	991616.3109	0.135970444	800379.4889	0.109325669	3465613.928	0.0988018	872164.0097
215-127	0.129246174	1821400.228	0.075524911	891133.1891	0.152086674	1491724.751	0.06002953	896158.1059	0.13015496	4903658.547	0.130194274	1166526.159	0.134888549	1282476.731	0.11620195	3117671.934	0.091552228	1086452.256
215-128	0.133666067	1799677.56	0.07820557	958340.5543	0.155828464	1438293.753	0.055566103	739588.7781	0.129407866	3996548.244	0.125274977	914115.2647	0.142015085	1187723.437	0.120234716	3053665.623	0.102270963	1129058.096
